"rank","property_id","address","latitude","longitude","price","currency","bedrooms","bathrooms","area_sqft","land_area_sqft","listing_agent_name","listing_broker_name","other_agents","redfin_estimate","estimate_mortgage","days_on_market","year_built","property_type","property_style","sold_date","status","mls_number","image_urls","description","input_url","property_url","listing_page_url"
"215","40537042","124 Westgate Cir, Santa Rosa, CA 95401","38.4325847","-122.7573281","449000","USD","2","2.5","1300","3920","Kathy Leeks Dean","Berkshire Hathaway","","","","","2007","Mobile/Manufactured Home","","05-04-2021","Closed","22026245","https://ssl.cdn-redfin.com/photo/27/bigphoto/245/22026245_1.jpg","Lovely Valle Vista home absolutely sparkles! Immaculate, beautifully maintained, and in turn key condition. Light filled open floor plan has been freshly painted through out. Home features vaulted ceilings, abundant closets and storage, skylights, attractive window treatments and laminate flooring. Both bedrooms have private baths and there is an additional half bath for guests. Separate laundry room plus fully finished storage room/hobby space/garden shed. The lot is adjacent to unused greenbelt area, so no neighbors on one side or in the back and plenty of space for outdoor living. All lots are individually owned in this desirable resident managed 55+ community featuring 7 1/2 acres of landscaped greenbelts with walking paths, inground pool with attractive patio areas, large clubhouse, and a wonderful community of neighbors. Don't miss the opportunity to own a rarely available newer manufactured home in Valle Vista.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/124-Westgate-Cir-95401/home/40537042","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"6","2217648","1804 Sherwood Ct, Santa Rosa, CA 95405","38.4494092","-122.695216","875000","USD","4","2","1898","8500","","","","938372","","","1974","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=1804+Sherwood+Ct%2C+Santa+Rosa%2C+CA+95405&size=665x441&source=outdoor&client=gme-redfin&signature=ZOg9OL47Il0bdVFfYTsrpCh1ENg=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1804-Sherwood-Ct-95405/home/2217648","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"149","2321860","2546 Westberry Dr, Santa Rosa, CA 95403","38.456376","-122.738171","345000","USD","2","2","1061","1167","Cheri Cybulski","Keller Williams Realty","","379576","","","1984","Condo/Co-op","Contemporary","28-04-2021","Closed","321013985","https://ssl.cdn-redfin.com/photo/27/bigphoto/985/321013985_1.jpg","Treetop views in this cute, updated upper unit add to the spacious and open feeling of this two ensuite bedroom/bath home. The fireplace in the living room and a balcony off the dining area add to the desirability of this condo. The vinyl plank flooring and baseboards were installed within the last 2 years and it was also painted at that time. A one car garage is an extra bonus. The complex has two pools and a clubhouse which will hopefully re-open soon. Come and picture yourself living here.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/2546-Westberry-Dr-95403/home/2321860","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"197","2400255","57 Larkfield Maples Ct, Santa Rosa, CA 95403","38.4992074","-122.7512725","404000","USD","2","1","840","1742","Matthew Martinez","Luxe Places International Realty","","421289","","","1964","Condo/Co-op","","29-04-2021","Closed","321013567","https://ssl.cdn-redfin.com/photo/27/bigphoto/567/321013567_1.jpg","Well maintained single level 2 bedroom, 1 bathroom condo in a quiet and small complex. The unit has new interior and exterior paint, updated lighting fixtures, new heater and AC unit as well as updated landscaping. One car attached garage with extra storage and washer and dryer hookups. Low maintenance and private fenced backyard. HOA covers water, garbage, exterior building insurance, common area grounds maintenance, and management.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/57-Larkfield-Maples-Ct-95403/home/2400255","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"157","174467511","2652 Franz Kafka, Santa Rosa, CA 95404","","","359200","USD","1","1","623","","Tara Polley","Sotheby's International Realty","","","","","2020","Condo/Co-op","Contemporary, Farmhouse, Modern/High Tech","29-03-2021","Closed","321005850","https://ssl.cdn-redfin.com/photo/27/bigphoto/850/321005850_0.jpg","Gorgeous brand-new 1 bedroom, 1 bathroom ground floor model unit, complete with French Doors, private patio, upgraded stainless steel appliance package including refrigerator and microwave, quartz countertops, mission style white cabinets and great room floor plan. Luxury vinyl plank flooring, decorative door and window moulding, high base boards, 9 foot ceilings included as well as air conditioning, tankless water heater, and on demand hot water. Covered carport w lockable storage area + driveway parking included. Low HOA dues cover all exterior maintenance, landscaping, management and builder 2-10 warranty included. Move right in, and live worry free!","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/2652-Franz-Kafka-Ave-95404/home/174467511","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"45","2577228","1435 Twilight Way, Santa Rosa, CA 95409","38.4638089","-122.6360437","629000","USD","3","2.5","1294","3286","","","","654489","","","1997","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=1435+Twilight+Way%2C+Santa+Rosa%2C+CA+95409&size=665x441&source=outdoor&client=gme-redfin&signature=pl94wWbGsr2muKP7bukDYgcoeGY=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1435-Twilight-Way-95409/home/2577228","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"202","2400246","71 Larkfield Maples Ct, Santa Rosa, CA 95403","38.4992037","-122.7517513","422000","USD","2","1.5","","","Janice Chaney","Premier Realty Associates","","439178","","","1964","Condo/Co-op","Traditional","31-03-2021","Closed","22021040","https://ssl.cdn-redfin.com/photo/27/bigphoto/040/22021040_3.jpg","Back On the Market Sellers Have Moved Out! Easy to show! This is a gem. New interior and exterior paint, New Roof, Tankless water heater, recessed lighting, Dual pane windows, New electrical panel, remodeled Kitchen with stainless steel appliances, New Gemcore stone composite flooring, Custom built entertainment center with fireplace and built in speakers. Additional storage in garage.Backyard has Artificial low maintenance Turf. New Heat pump and ceiling fans. That said, Bring your buyers so they can enjoy this beautiful well cared for home. HOA Covers Water, garbage,exterior, Roof,front yard Landscaping","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/71-Larkfield-Maples-Ct-95403/home/2400246","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"216","40537042","124 Westgate Cir, Santa Rosa, CA 95401","38.4325847","-122.7573281","449000","USD","2","2.5","1300","3920","Kathy Leeks Dean","Berkshire Hathaway","","","","","2007","Mobile/Manufactured Home","","05-04-2021","Closed","22026245","https://ssl.cdn-redfin.com/photo/27/bigphoto/245/22026245_1.jpg","Lovely Valle Vista home absolutely sparkles! Immaculate, beautifully maintained, and in turn key condition. Light filled open floor plan has been freshly painted through out. Home features vaulted ceilings, abundant closets and storage, skylights, attractive window treatments and laminate flooring. Both bedrooms have private baths and there is an additional half bath for guests. Separate laundry room plus fully finished storage room/hobby space/garden shed. The lot is adjacent to unused greenbelt area, so no neighbors on one side or in the back and plenty of space for outdoor living. All lots are individually owned in this desirable resident managed 55+ community featuring 7 1/2 acres of landscaped greenbelts with walking paths, inground pool with attractive patio areas, large clubhouse, and a wonderful community of neighbors. Don't miss the opportunity to own a rarely available newer manufactured home in Valle Vista.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/124-Westgate-Cir-95401/home/40537042","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"140","2323350","1962 Windmill Cir, Santa Rosa, CA 95403","38.463303","-122.74993","335000","USD","2","1.5","966","1015","Robert Keech","Vanguard Properties","","361404","","","1987","Condo/Co-op","","17-02-2021","Closed","22030491","https://ssl.cdn-redfin.com/photo/27/bigphoto/491/22030491_1.jpg","Here is a 'need to see' comfortable townhome on the northwest side of Santa Rosa in the desirable Windmill Complex! Enjoy the park-like setting with winding paths and mature redwood trees surrounding the community gated-hottub/spa area. This clean, move-in ready home has two bedrooms, two baths and an upstairs-laundry. One bedroom has a built-in closet organizer. Also Includes: Beautiful Laminate flooring downstairs and a private yard with a patio (one of the larger yards in the complex). There is one private covered parking space and plenty of guests parking and conveniently located close to shopping, restaurants and public transportation.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1962-Windmill-Cir-95403/home/2323350","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"153","172722232","2672 Franz Kafka Ave, Santa Rosa, CA 95404","38.416014","-122.701487","358470","USD","1","1","623","","Tara Polley","Sotheby's International Realty","","371896","","","2020","Condo/Co-op","Contemporary, Farmhouse","","Closed","22019094","https://ssl.cdn-redfin.com/photo/27/bigphoto/094/22019094_2.jpg","Welcome to Santa Rosa's newest community - The Residences @ Taylor Mountain. A collection of modern farmhouse condominiums with 5 unique floor plans in the heart of Wine Country. Featuring beautifully appointed units grouped into triplex and fourplex buildings and sustainably compliant CAL-Green Standards, tankless water heaters, 9' ceilings, LG Hi-Mac and Quartz Countertops, Mission-Style Cabinetry, and Stainless Steel appliance packages including microwave and refrigerator. Just a few short miles from hiking and biking trails, downtown dining, premier shopping, award winning private schools, Sonoma State University and the Green Music Center, and access to the Smart Train or quick commute routes. Escape the big city with work-from-home spaces, and more affordable than renting! Quick move-ins may be available. Starting in the $300,000s, don't wait!","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/2672-Franz-Kafka-Ave-95404/home/172722232","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"14","2237793","7416 Oak Leaf Dr, Santa Rosa, CA 95409","38.4368235","-122.5832928","789000","USD","2","2","1718","7300","","","","776292","","","1975","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=7416+Oak+Leaf+Dr%2C+Santa+Rosa%2C+CA+95409&size=665x441&source=outdoor&client=gme-redfin&signature=1miXX0yidkEhm6UxZv35Tmskf4k=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/7416-Oak-Leaf-Dr-95409/home/2237793","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"151","2318748","1570 Ridley Ave, Santa Rosa, CA 95401","38.4491399","-122.7461702","341590","USD","3","2","1168","5750","","","","341590","","","1944","","","04-03-2021","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1570+Ridley+Ave%2C+Santa+Rosa%2C+CA+95401&size=665x441&source=outdoor&client=gme-redfin&signature=T8ZArQPnj0PkDZgnbbl9OTIobbY=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1570-Ridley-Ave-95401/home/2318748","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"176","2311904","305 Occidental Cir, Santa Rosa, CA 95401","38.429815","-122.757983","385000","USD","2","2.5","1176","958","Jeffery Birkenseer","Golden Gate Sotheby's International Realty","","390865","","","1985","Condo/Co-op","Contemporary","23-03-2021","Closed","321006049","https://ssl.cdn-redfin.com/photo/27/bigphoto/049/321006049_0.jpg","Lovely end unit condo with upgrades throughout! New Quartz countertops in kitchen, Newer appliances, updated bathrooms, multi zoned heating system, dual paned windows and sliding door. Turn key property! Close to the community pool. Detached one car garage and deeded parking included. Don't wait! This one won't last!","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/305-Occidental-Cir-95401/home/2311904","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"15","2237793","7416 Oak Leaf Dr, Santa Rosa, CA 95409","38.4368235","-122.5832928","789000","USD","2","2","1718","7300","","","","776292","","","1975","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=7416+Oak+Leaf+Dr%2C+Santa+Rosa%2C+CA+95409&size=665x441&source=outdoor&client=gme-redfin&signature=1miXX0yidkEhm6UxZv35Tmskf4k=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/7416-Oak-Leaf-Dr-95409/home/2237793","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"33","2447979","2740 Porter Creek Rd, Santa Rosa, CA 95404","38.5493015","-122.7158213","655000","USD","2","1","1390","43560","","","","685465","","","1967","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=2740+Porter+Creek+Rd%2C+Santa+Rosa%2C+CA+95404&size=665x441&source=outdoor&client=gme-redfin&signature=W1YueZW3ojuFODHSKcIiza1aq3s=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/2740-Porter-Creek-Rd-95404/home/2447979","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"198","2557156","381 Gate Way, Santa Rosa, CA 95401","38.432805","-122.746028","412000","USD","3","2.5","1310","871","Ron Larson","Coldwell Banker Realty","","411897","","","1986","Townhouse","Contemporary","03-05-2021","Closed","321019640","https://ssl.cdn-redfin.com/photo/27/bigphoto/640/321019640_0.jpg","This absolutely lovely three bedroom, two and a half bathroom end-unit townhome is located in the desirable planned unit development community of Woodgate Glen. The main level features a spacious living room, wood burning fireplace, beautifully remodeled kitchen, stainless steel appliances, granite countertops, separate dining area, and an updated half bathroom. Upstairs, you'll find a master bedroom with a private full bathroom, vaulted ceilings, two additional bedrooms and a second full bathroom. The home includes dual-pane windows, ceiling fans, laminate and tile flooring and an interior laundry area. You'll enjoy relaxing on the enclosed private patio in back. There is a one-car garage, plus an assigned uncovered parking space. Common amenities include swimming pools, walking paths, and multiple play structures. The convenient location is near Highway 12 access, A Place to Play Community Park, and Oliver's Market. Pride of ownership is evident throughout on this special property.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/381-Gate-Way-95401/home/2557156","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"206","2333299","411 Las Casitas Unit A, Santa Rosa, CA 95403","38.507986","-122.753395","425000","USD","2","2","1196","436","Jeanne DeLario","Coldwell Banker Realty","John Delario - Coldwell Banker Realty","424588","","","1964","Condo/Co-op","Traditional","07-05-2021","Closed","321018441","https://ssl.cdn-redfin.com/photo/27/bigphoto/441/321018441_0.jpg","Stunning remodel on a corner lot with privacy and entry gate. Quartz countertops in a freshly remodeled open concept kitchen-dining room, white cabinetry, recessed lighting, stylish vinyl plank flooring. Bathrooms continue the theme with quartz countertops on just installed white cabinetry, new sinks and faucets. Tile bathroom flooring with new vanities and mirrors. A large patio is wonderful for spending outdoor time. Across from the community pool and recreation center, close to town yet peaceful and quiet, close to hiking trails, this property is a must see. HOA provides secondary laundry rooms with washers and dryers in addition to hook ups in your own house.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/411-Las-Casitas-Ct-95403/unit-A/home/2333299","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"67","40539070","5379 Old Redwood Hwy #11, Santa Rosa, CA 95403","38.5131322","-122.7672705","105000","USD","2","1","725","","","","","","","","2000","Mobile/Manufactured Home","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=38.5131322%2C-122.7672705&size=665x441&source=outdoor&client=gme-redfin&signature=8S6_NXwGhbiEtMiKO7OqFKxtwPc=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/5379-Old-Redwood-Hwy-95403/unit-11/home/40539070","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"37","2556171","1822 Glenbrook Dr, Santa Rosa, CA 95401","38.4368422","-122.7489046","585000","USD","3","2","1240","7070","","","","531098","","","1976","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=1822+Glenbrook+Dr%2C+Santa+Rosa%2C+CA+95401&size=665x441&source=outdoor&client=gme-redfin&signature=IdD5yU86Ruv8ULEVxl3V__nwKhQ=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1822-Glenbrook-Dr-95401/home/2556171","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"53","2614873","2014 Stonefield Ln, Santa Rosa, CA 95403","38.481019","-122.72027","509000","USD","2","2.5","1725","","","","","558677","","","1990","Condo/Co-op","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=2014+Stonefield+Ln%2C+Santa+Rosa%2C+CA+95403&size=665x441&source=outdoor&client=gme-redfin&signature=o46EnzHvis_YzGIXws-Hsa5hdbI=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/2014-Stonefield-Ln-95403/home/2614873","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"20","2282610","5708 Marsh Hawk Dr, Santa Rosa, CA 95409","38.4635121","-122.6396228","1250000","USD","3","2.5","3231","11342","","","","1269289","","","2000","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=5708+Marsh+Hawk+Dr%2C+Santa+Rosa%2C+CA+95409&size=665x441&source=outdoor&client=gme-redfin&signature=W-c6qtPKBvC4AQCvgIx7V_0Fkm0=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/5708-Marsh-Hawk-Dr-95409/home/2282610","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"166","2205619","612 Simpson St, Santa Rosa, CA 95401","38.4402045","-122.7373377","375000","USD","2","2","984","2614","Barbara Ellis","Keller Williams Realty","","378166","","","1971","Condo/Co-op","","28-04-2021","Closed","321019057","https://ssl.cdn-redfin.com/photo/27/bigphoto/057/321019057_0.jpg","Affordable and ready to move in. New roof and microwave installed 3/22/21. Newer waterheater. recent replacement of sewer lateral. Well cared for 2 bedrooms and 2 full bathrooms. Private back patio. Washer and Dryer hookups are in carport closet. Updated kitchen. Take a look and be pleasantly surprised. Ready for a new coat of paint and years of enjoyment.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/612-Simpson-St-95401/home/2205619","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"159","2343513","847 San Domingo Dr, Santa Rosa, CA 95404","38.4221566","-122.7038646","365000","USD","2","1","877","6743","Rama Mejia","Sterling California Properties","","385772","","","1952","Single Family Residential","","20-04-2021","Closed","321011764","https://ssl.cdn-redfin.com/photo/27/bigphoto/764/321011764_0.jpg","Bring your vision and put it to work on this 2 bedroom, 1 bath single family home in Santa Rosa. Home offers a huge backyard and a ton of upside potential. Just minutes to restaurants, local shopping, and the 101 and 12 freeways.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/847-San-Domingo-Dr-95404/home/2343513","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"91","174245003","156 El Crystal St #156, Santa Rosa, CA 95407","38.3972222","-122.7093365","150000","USD","3","2","960","","Barbara Brennan","Century 21 Alliance","","","","","2003","Mobile/Manufactured Home","","02-04-2021","Closed","22031440","https://ssl.cdn-redfin.com/photo/27/bigphoto/440/22031440_2.jpg","Mobile home at end of park. Has 4 parking spaces. 2 Full baths. 30 yr roof installed in 2019. Both stair cases installed with 2 years. Skylight in dining area. Cpt brand new. Much natural light. Includes washer, dryer,& refrigerator. Carport + 2 spaces.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/156-El-Crystal-Dr-95407/unit-156/home/174245003","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"62","2634331","4955 Hansen Dr, Santa Rosa, CA 95409","38.471287","-122.6640575","878000","USD","3","1","1473","37200","","","","900899","","","1951","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=4955+Hansen+Dr%2C+Santa+Rosa%2C+CA+95409&size=665x441&source=outdoor&client=gme-redfin&signature=X_rPK7wQ8XRKyUa24ShVOd0lQMQ=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/4955-Hansen-Dr-95409/home/2634331","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"31","2447979","2740 Porter Creek Rd, Santa Rosa, CA 95404","38.5493015","-122.7158213","655000","USD","2","1","1390","43560","","","","685465","","","1967","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=2740+Porter+Creek+Rd%2C+Santa+Rosa%2C+CA+95404&size=665x441&source=outdoor&client=gme-redfin&signature=W1YueZW3ojuFODHSKcIiza1aq3s=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/2740-Porter-Creek-Rd-95404/home/2447979","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
